Date,Exercise,Category,Weight (kgs),Reps,Distance,Distance Unit,Time,Comment
2020-09-25,Walking,Cardio,,,4.86,km,1:09:00,""
2020-09-25,Basketball,Cardio,,,1.5,km,0:45:00,""
2020-09-26,DB Row Lats focus,Back,12.0,8,,,,"Prepump ph. One arm, dead stop.  Var með hné upp á bekk, fannst það aðeins betra, þ.e. fannst ég þurfa að spá minna í fórastöðu, teygju og balance etc."
2020-09-26,DB Row Lats focus,Back,12.0,8,,,,""
2020-09-26,DB Row Lats focus,Back,14.0,8,,,,"Ws"
2020-09-26,DB Row Lats focus,Back,14.0,8,,,,"Ws"
2020-09-26,DB Row Lats focus,Back,16.0,8,,,,"Ws"
2020-09-26,DB Row Lats focus,Back,16.0,8,,,,"Ws"
2020-09-26,DB Row Lats focus,Back,18.0,8,,,,"Ws."
2020-09-26,DB Row Lats focus,Back,18.0,8,,,,"Ws, fann aðiens til í vistri öfl, kanski ekki gera deadstop ?"
2020-09-26,Smith Machine BB Row,Back,31.0,9,,,,"Thumall niður grip. Keep bar real close to legs. Drive up nice and low then controlled negativ. olgnbogar niður með mjöðm."
2020-09-26,Smith Machine BB Row,Back,41.0,8,,,,"Ws. Explosive ph."
2020-09-26,Smith Machine BB Row,Back,51.0,8,,,,"Ws"
2020-09-26,Smith Machine BB Row,Back,61.0,8,,,,"Ws ds. Með belti og strapps til öryggis. Explosive -> max pump phase. 8 repps svo drop"
2020-09-26,Smith Machine BB Row,Back,41.0,16,,,,"Ws ds. Næsta pull æfing, prófa þumall upp grip til að fá aðeins meiri bicep."
2020-09-26,Lat Straight Arm Pulldown,Back,12.5,12,,,,"Ws ss1. loaded stretch ph. Halla fram til að fá fína teygju. 10 sec teygja í lokin halla fram (kanski ekki bara teygja á latsana sem passar kanski fínt, er með hálsríg t.d.)"
2020-09-26,Lat Straight Arm Pulldown,Back,12.5,12,,,,"Ws ss2 Síðasta repp hægt, svo 10 sec teygja."
2020-09-26,Lat Straight Arm Pulldown,Back,15.0,12,,,,"Ws ss3. Hæg ess svo síðasta taldi upp a 6 þús (örugglega hratt), og svo teygja (10 sek)."
2020-09-26,EZ-Bar Curl,Biceps,15.0,10,,,,"Ws Ss1. Hæg essentric og síðasta repp mjög hægt essentric"
2020-09-26,EZ-Bar Curl,Biceps,15.0,10,,,,"Ws ss2"
2020-09-26,EZ-Bar Curl,Biceps,15.0,10,,,,"Ws ss3. Síðasta hægt ess. Taldi upp a 6 þús (örugglega hratt)"
2020-09-27,Leg Extension Machine,Legs,27.5,6,,,,"Speed warmup, 6 repp svo strax þyngja og aftur 6 repp etc, þangað til að ég drulla upp 6 repp"
2020-09-27,Leg Extension Machine,Legs,32.5,6,,,,""
2020-09-27,Leg Extension Machine,Legs,37.5,6,,,,""
2020-09-27,Leg Extension Machine,Legs,42.5,6,,,,""
2020-09-27,Leg Extension Machine,Legs,42.5,13,,,,"Ws. 19 repp total, ~cluster sett, þegar fullt ROM fail, fara úr machine og standa, shake my legs out, í max 10 sec"
2020-09-27,Leg Extension Machine,Legs,42.5,6,,,,"Ws"
2020-09-27,Calf Press,Calves,80.0,15,,,,"ws. Ss1. Bogin hné, neutral stance (4 munstur)"
2020-09-27,Calf Press,Calves,100.0,15,,,,"Ws ss2 Bein hné."
2020-09-27,Calf Press,Calves,120.0,13,,,,"Ws Bein hné, í lok 10 sek í flex, svo 10 sek í teygju."
2020-09-27,Leg Press,Legs,80.0,5,,,,"Feeder Ss1. Normal stance, var neðarlega gat ekki farið mjög djúpt, setja fætur aðeins ofar næst. Einnig silkinærbuxur hindra smá að ég geti farið djúpt."
2020-09-27,Leg Press,Legs,100.0,5,,,,"Feeder ss2"
2020-09-27,Leg Press,Legs,120.0,10,,,,"Ws. Ekki ss. Aðeins meiri hvíld fyrir. Total repps 19. ~Cluster set, læsa machine eða fótum og hvíla í ~5 sek."
2020-09-27,Leg Press,Legs,120.0,5,,,,"Ws"
2020-09-27,Leg Press,Legs,120.0,4,,,,"Ws"
2020-09-27,Dumbell Lunges,Legs,12.0,27,,,,"WS. Með 2 KB. 14 skref fram og 14 tilbaka. Orðinn vel búinn, farinn að verkja í hægri il. farinn að ropa (engun því engin matur.) Fer því strax í næstu æfingu."
2020-09-27,Front Shin,Calves,5.0,15,,,,"Við bekk við vask, gula band. ekki mikil spenna, kanski prófa annað band eða tvöfalda"
2020-09-27,Seated Leg Curl Machine,Legs,42.5,10,,,,"Ws"
2020-09-27,Seated Leg Curl Machine,Legs,47.5,10,,,,"Ws. form gott, með fingur á hams, en pass smá að mjóbak fari frá, því skipti yfir að halda í handföng í síðasta reppi."
2020-09-27,Seated Leg Curl Machine,Legs,52.5,10,,,,"Ws. 7 normal, átti að vera 10 en 8unda varð fyrsta partial af total 10 partial frá byrjun/teygju, svo hold fyrir miðju í 15 sek (taldi til 20 þúsund mjög hratt, án þess að vita það)."
2020-09-27,Dumbell Lunges,Legs,12.0,26,,,,"Ws 13 skref fram og tilbaka."
2020-09-27,Front Shin,Calves,5.0,15,,,,""
2020-09-27,Front Shin,Calves,10.0,15,,,,"Ws Rauða band, sama, + 10 sek flex"
2020-09-27,Front Shin,Calves,10.0,15,,,,""
2020-09-28,Flat Dumbbell Bench Press,Chest,24.0,13,,,,"Ss1. semi hammer grip. Decl. bench 10° bekkur án haks. Semi tucked in. Prepump, focus on lower pecs, og ekki of mikið ROM þetta er prepump ekki loaded stretch."
2020-09-28,Flat Dumbbell Bench Press,Chest,28.0,10,,,,"Ss2"
2020-09-28,Flat Dumbbell Bench Press,Chest,32.0,7,,,,"ss3"
2020-09-28,Flat Dumbbell Bench Press,Chest,40.0,15,,,,"Ws As many reps until good form full ROM failure, then stop, upp í 8 repp. cluster sett, 20 sek break."
2020-09-28,Flat Dumbbell Bench Press,Chest,40.0,4,,,,"Ws ds"
2020-09-28,Lateral Raise DB,Shoulders,10.0,9,,,,"Ws. Ss1"
2020-09-28,Lateral Raise DB,Shoulders,10.0,10,,,,"Ws ss2"
2020-09-28,Lateral Raise DB,Shoulders,10.0,11,,,,"Ws ss3"
2020-09-28,Y Raises,Shoulders,10.0,8,,,,"Ws ss1"
2020-09-28,Y Raises,Shoulders,10.0,8,,,,"Ws ss2. Kláraður"
2020-09-28,Y Raises,Shoulders,10.0,8,,,,"Ws ss3. Kláraður"
2020-09-28,Incline Barbell Bench Press,Chest,40.0,5,,,,"Aðeins víðara en close grip (fann minnst í ch. Eftir síðustu æfingu) -> littli putti á hring? Elbows semi tucked in, ekki alveg niður (close too chin) controlled negativ (pulling bar together), explode to 3/4 lockout. Explosive phase. Fyrsta set feeder"
2020-09-28,Incline Barbell Bench Press,Chest,45.0,4,,,,"Feeder"
2020-09-28,Incline Barbell Bench Press,Chest,50.0,6,,,,"Ws. Ds. As many reps with perfect form (aim for 8), should barely get the last repp with perfect form"
2020-09-28,Incline Barbell Bench Press,Chest,45.0,3,,,,"Ws ds"
2020-09-28,Incline Barbell Bench Press,Chest,40.0,5,,,,"Ws ds"
2020-09-28,Front Dumbbell Raise,Shoulders,10.0,12,,,,"Ws ss1 Á bekk, fyrsta hak ~33°"
2020-09-28,Front Dumbbell Raise,Shoulders,10.0,12,,,,"Ws ss2"
2020-09-28,Dips Tricep Focused,Triceps,72.1,10,,,,"Ws ss1 BW 87.1 - 15 kg assist Tricep focused, en smá brjóst teygja kemur sjálfkrafa með. Dýpt aimed at 100°  og alveg upp (tricep)."
2020-09-28,Dips Tricep Focused,Triceps,77.1,8,,,,"Ws ss2"
2020-09-28,Cable Overhead Triceps Extension,Triceps,5.0,10,,,,"Ws ss1"
2020-09-28,Cable Overhead Triceps Extension,Triceps,5.0,10,,,,"Ws, ss2 10 í teygju stöðu"
2020-10-03,Shoulder Dislocation,Shoulders,2.0,20,,,,""
2020-10-03,Flat Dumbbell Bench Press,Chest,24.0,15,,,,"Ss1. semi hammer grip. Decl. bench 10° 2x5 kg stór lóð undir. Semi tucked in. Prepump, focus on lower pecs, og ekki of mikið ROM þetta er prepump ekki loaded stretch."
2020-10-03,Flat Dumbbell Bench Press,Chest,32.0,10,,,,"Ss2"
2020-10-03,Flat Dumbbell Bench Press,Chest,36.0,6,,,,"ss3"
2020-10-03,Flat Dumbbell Bench Press,Chest,40.0,16,,,,"Ws As many reps until good form full ROM failure, then stop, upp í 8 repp. cluster sett, 20 sek break."
2020-10-03,Flat Dumbbell Bench Press,Chest,40.0,5,,,,"Ws ds"
2020-10-03,Sixes,Shoulders,4.0,8,,,,"Ws, síðasta essentric hægt"
2020-10-03,Sixes,Shoulders,8.0,6,,,,"Ws"
2020-10-03,Sixes,Shoulders,4.0,8,,,,"Ws, síðasta essentric hægt, kasnki eitt iso gold 10 sek ?"
2020-10-03,Incline Barbell Bench Press,Chest,40.0,6,,,,"Aðeins þröngt grip en ekki samt close grip -> littli putti á innri htring eða inch frá hring. Elbows semi tucked in, ekki alveg niður (close too chin) controlled negativ (pulling bar together), explode to 3/4 lockout. Explosive phase. Fyrsta set feeder"
2020-10-03,Incline Barbell Bench Press,Chest,45.0,3,,,,"Feeder"
2020-10-03,Incline Barbell Bench Press,Chest,50.0,8,,,,"Ws. Ds. As many reps with perfect form (aim for 8), should barely get the last repp with perfect form"
2020-10-03,Incline Barbell Bench Press,Chest,45.0,7,,,,"Ws ds"
2020-10-03,Incline Barbell Bench Press,Chest,40.0,5,,,,"Ws ds"
2020-10-03,Dips Tricep Focused,Triceps,86.6,8,,,,"Ws BW 87.1 Tricep focused, en smá brjóst teygja kemur sjálfkrafa með. Dýpt aimed at 100°  og alveg upp (tricep). Explosive phase."
2020-10-03,Dips Tricep Focused,Triceps,86.6,5,,,,"Ws, búinn í byrjun 6ta repps"
2020-10-03,Dips Tricep Focused,Triceps,86.6,5,,,,"Ws"
2020-10-03,Front Dumbbell Raise,Shoulders,14.0,8,,,,"Ws ss1 Á bekk, fyrsta hak ~33° Í þyngra lagi"
2020-10-03,Front Dumbbell Raise,Shoulders,12.0,10,,,,"Ws ss2, brakaði smá skipti þá í hammer grip, var betra ég held, en bara muna engan bicep."
2020-10-03,Front Dumbbell Raise,Shoulders,12.0,12,,,,"Ws ss3, byrjaði hammer svissaði í cirka 7 reppi. 20 sec teygja niðri í lokin."
2020-10-03,Cable Overhead Triceps Extension,Triceps,5.0,10,,,,"Ws ss1"
2020-10-03,Cable Overhead Triceps Extension,Triceps,7.5,8,,,,"Ws ss2"
2020-10-03,Cable Overhead Triceps Extension,Triceps,10.0,10,,,,"Ws ss3, hægt negativ svo 15 sek í teygju stöðu. Fann ekki svaka teygju í tricep, kanski betra að gera 10 sek iso hold fyrir miðju næst?"
2020-10-04,Seated Cable Row,Back,20.0,6,,,,"Wu strax næsta sett"
2020-10-04,Seated Cable Row,Back,25.0,6,,,,"Wu strax næsta sett"
2020-10-04,Seated Cable Row,Back,30.0,6,,,,"Wu strax næsta sett"
2020-10-04,Seated Cable Row,Back,35.0,6,,,,"Wu, síðasta sett"
2020-10-04,Seated Cable Row,Back,45.0,10,,,,"Ws, cl. hvíla í 20 sek"
2020-10-04,Seated Cable Row,Back,45.0,10,,,,"Ws cl. Var ekki þungt og ætlaði að taka eitt cl. Sett í viðbót, en ég fékk smá tak í bakið og ákvað að hætta. Næst þyngja aðeins og stefna á kl. 8 repp, 6 repp, 6 repp"
2020-10-04,Lat Pulldown,Back,30.0,12,,,,"Wu"
2020-10-04,Lat Pulldown,Back,40.0,10,,,,"Wu"
2020-10-04,Lat Pulldown,Back,50.0,8,,,,"Ws"
2020-10-04,Lat Pulldown,Back,60.0,8,,,,"Ws, fékk pínku pons í bakið"
2020-10-04,Lat Pulldown,Back,65.0,6,,,,"Ws, með strapps, kláraðist í 6 reppi með gott form, sco hægt essentric. Og löng teygja uppi."
2020-10-04,DB Row Upper Back Focus,Back,24.0,6,,,,"Ws ss1"
2020-10-04,DB Row Upper Back Focus,Back,24.0,4,,,,"Sama sett eftir row focused"
2020-10-04,DB Row Upper Back Focus,Back,24.0,6,,,,"Ws, eftir lats focus"
2020-10-04,DB Row Upper Back Focus,Back,24.0,10,,,,"Ws. Fyrst, svo lats focus"
2020-10-04,Rear Delt Dumbbell Raise,Shoulders,6.0,20,,,,"Ws Standandi"
2020-10-04,Rear Delt Dumbbell Raise,Shoulders,12.0,8,,,,"Ws standandi"
2020-10-04,Rear Delt Dumbbell Raise,Shoulders,12.0,8,,,,"Ws"
2020-10-04,EZ-Bar Curl,Biceps,20.0,8,,,,"Ws Ss1. Hæg essentric og síðasta repp mjög hægt essentric, vítt grip"
2020-10-04,EZ-Bar Curl,Biceps,20.0,8,,,,"Ws ss2. Þröngt grip"
2020-10-04,EZ-Bar Curl,Biceps,20.0,8,,,,"Ws ss3. Síðasta hægt ess. Iso hold/mjög hægt essentric byrjað um miðju"
2020-10-04,Lat Straight Arm Pulldown,Back,12.5,12,,,,"Ws loaded stretch ph. Með styttra reipi en virkar fínt líka. Halla fram til að fá fína teygju. Hæg essentric sérstaklega síðasta repp. Stutt teygja í lokin halla fram (kanski ekki bara teygja á latsana sem passar kanski fínt, er með hálsríg t.d.)"
2020-10-04,Lat Straight Arm Pulldown,Back,15.0,12,,,,"Ws ss2 Síðasta repp hægt, svo 10 sec teygja. Brakaði smá í v. öxl, lagaði með að minkka smá ROM uppi. 10+ teygja í lokin."
2020-10-04,Lat Straight Arm Pulldown,Back,17.5,12,,,,"Ws, svo löng teygja, fyrst lat fókused, svo bak og almennt focused. (20 sek+)."
2020-10-06,Seated Leg Curl Machine,Legs,30.0,9,,,,"Wu, 8 repp, 8, 4, 4.... (Gerði óvart 9 í fyrsta. Fann smá brak í vinstri hams. Kanski byrja aðeins léttara og 10, 5, 5...."
2020-10-06,Seated Leg Curl Machine,Legs,35.0,8,,,,""
2020-10-06,Seated Leg Curl Machine,Legs,40.0,4,,,,""
2020-10-06,Seated Leg Curl Machine,Legs,45.0,4,,,,""
2020-10-06,Seated Leg Curl Machine,Legs,45.0,10,,,,"Ws, cl. Á að vera 8-10, 6-8, 4-6. En vegna smá braks í upphitun þá þyngdi ég ekki og gerði 10, 10, 7 (ROM var farið að styttast). Næst meiri upphitun og svo stick to plan?"
2020-10-06,Seated Leg Curl Machine,Legs,45.0,10,,,,"Ws"
2020-10-06,Seated Leg Curl Machine,Legs,45.0,7,,,,"Ws"
2020-10-06,Leg Press,Legs,40.0,8,,,,"Wu, 8, 8, 4, 4, 4 án pásu. Betri stance en síðast, er meira neðar -> meiri quad, minni glutes. Hælar niður á munstri, 5 munstra breitt, svo nátturulega útskeifur, þannig a stóra tá mætir munsrri uppi."
2020-10-06,Leg Press,Legs,60.0,8,,,,""
2020-10-06,Leg Press,Legs,80.0,4,,,,""
2020-10-06,Leg Press,Legs,100.0,4,,,,""
2020-10-06,Leg Press,Legs,120.0,4,,,,""
2020-10-06,Leg Press,Legs,120.0,10,,,,"Ws, cl. 7-10, 20 sek rest"
2020-10-06,Leg Press,Legs,120.0,10,,,,"Ws"
2020-10-06,Leg Press,Legs,120.0,10,,,,"Ws Var að tjékka á lykli, því var ég aðeins meira en 20 sek."
2020-10-06,Calf Press,Calves,120.0,15,,,,"Ws. Cluster 20 sek (var aðeins lengra því ég var að skrifa) Bogin hné, cenhulegt stance, hné voru dálítið að far upp og niður, halda meira niðrá hné? Venjulegt stance, nátt. Útskeifur hjá 5 munstra vítt."
2020-10-06,Calf Press,Calves,120.0,15,,,,"Ws Hné bein."
2020-10-06,Calf Press,Calves,120.0,10,,,,"Ws Var búinn í fótum og vöðvum."
2020-10-06,Squat Smith Machine,Legs,41.0,10,,,,"Ws. Fann að yfir höfuð líkaminn er að klárast.borðaði lítið síðasta kvöld, þannig að wrapping it upp."
2020-10-06,Front Shin,Calves,5.0,15,,,,"Ws. Prófaði á smith machine, var freakar 'meh'"
2020-10-06,Front Shin,Calves,5.0,15,,,,""
2020-10-06,Front Shin,Calves,10.0,20,,,,"Ws, rauða band á langa bekk, 10 sek hold í flexi."
2020-10-06,Front Shin,Calves,10.0,20,,,,""
2020-10-06,Front Shin,Calves,10.0,20,,,,"Ws, sama"
2020-10-06,Front Shin,Calves,10.0,20,,,,""
2020-10-06,Hyperextensions (Ham And Glute Focused),Legs,43.3,20,,,,"Ws. Hak neðarlega í 4, fætur út, fókusa á hams og glutes. 10 sek hold neðarlega og svo 20 í teygju."
2020-10-06,Hyperextensions (Ham And Glute Focused),Legs,43.3,20,,,,"Ws. 20 sek. Í teygju"
2020-10-07,Shoulder Dislocation,Shoulders,2.0,20,,,,""
2020-10-07,Flat Dumbbell Bench Press,Chest,24.0,15,,,,"Ss1. semi hammer grip. Decl. bench ~10° (2x5 kg stór lóð undir). Semi tucked in. Prepump, focus on lower pecs, semsagt ekki of mikið ROM niðri eða uppi (ekki loaded stretch)."
2020-10-07,Flat Dumbbell Bench Press,Chest,32.0,10,,,,"Ss2"
2020-10-07,Flat Dumbbell Bench Press,Chest,40.0,3,,,,"ss3"
2020-10-07,Flat Dumbbell Bench Press,Chest,44.0,12,,,,"Ws As many reps until good form full ROM failure, then stop, upp í 8 repp. cluster, 20 sek break."
2020-10-07,Flat Dumbbell Bench Press,Chest,44.0,6,,,,"Ws cl"
2020-10-07,Rear Delt Dumbbell Raise,Shoulders,10.0,12,,,,"Ws ss1"
2020-10-07,Rear Delt Dumbbell Raise,Shoulders,12.0,10,,,,"Ws ss2"
2020-10-07,Rear Delt Dumbbell Raise,Shoulders,14.0,8,,,,"Ws ss3"
2020-10-07,Lateral Raise DB,Shoulders,10.0,12,,,,"Ws ss1"
2020-10-07,Lateral Raise DB,Shoulders,12.0,10,,,,"Ws ss2"
2020-10-07,Lateral Raise DB,Shoulders,14.0,8,,,,"Ws ss3"
2020-10-07,Incline Barbell Bench Press,Chest,40.0,6,,,,"Aðeins þröngt grip en ekki samt close grip -> littli putti á innri htring eða inch frá hring. Elbows semi tucked in, ekki alveg niður (close too chin) controlled negativ (pulling bar together), explode to 3/4 lockout. Explosive phase. Fyrsta set feeder"
2020-10-07,Incline Barbell Bench Press,Chest,50.0,3,,,,"Feeder"
2020-10-07,Incline Barbell Bench Press,Chest,60.0,6,,,,"Ws. Ds. As many reps with perfect form (aim for 8), should barely get the last repp with perfect form"
2020-10-07,Incline Barbell Bench Press,Chest,40.0,8,,,,"Ws ds"
2020-10-07,Dips Tricep Focused,Triceps,86.6,8,,,,"Ws BW 87.1 Tricep focused, en smá brjóst teygja kemur sjálfkrafa með. Dýpt aimed at 100°  og alveg upp (tricep). Explosive phase."
2020-10-07,Dips Tricep Focused,Triceps,86.6,6,,,,"Ws, búinn í byrjun 6ta repps"
2020-10-07,Dips Tricep Focused,Triceps,86.6,5,,,,"Ws"
2020-10-07,Front Dumbbell Raise,Shoulders,12.0,10,,,,"Ws ss1 Á bekk, fyrsta hak ~33° Hammer fyrri helming reppa svo svissa grip"
2020-10-07,Front Dumbbell Raise,Shoulders,12.0,10,,,,"Ws ss2"
2020-10-07,Front Dumbbell Raise,Shoulders,14.0,8,,,,"Ws ss3, byrjaði hammer svissaði í cirka 7 reppi. 20 sec teygja niðri í lokin."
2020-10-07,Cable Overhead Triceps Extension,Triceps,7.5,8,,,,"Ws ss1"
2020-10-07,Cable Overhead Triceps Extension,Triceps,10.0,8,,,,"Ws ss2"
2020-10-07,Cable Overhead Triceps Extension,Triceps,12.5,8,,,,"Ws ss3, hægt negativ svo 15 sek í teygju stöðu. Fann ekki svaka teygju í tricep,10 sek iso hold fyrir miðju, og svo í teygju ef það virkar vel."
2020-10-10,Rowing Machine,Cardio,,,0.72,km,0:06:04,"Bach focused warmup"
2020-10-10,BB Row, One Arm,Back,25.0,8,,,,"Meadows row, upper back fókused. Síðasta essentric, hægt essentric og smá teygja."
2020-10-10,BB Row, One Arm,Back,25.0,8,,,,""
2020-10-10,BB Row, One Arm,Back,25.0,8,,,,"One arm lat focused, stöng samhliða búk."
2020-10-10,BB Row, One Arm,Back,25.0,8,,,,""
2020-10-10,BB Row, One Arm,Back,25.0,8,,,,"Sama, ws from now on"
2020-10-10,BB Row, One Arm,Back,25.0,8,,,,""
2020-10-10,BB Row, One Arm,Back,25.0,8,,,,""
2020-10-10,BB Row, One Arm,Back,25.0,8,,,,""
2020-10-10,BB Row, One Arm,Back,27.5,8,,,,"Sama"
2020-10-10,BB Row, One Arm,Back,27.5,8,,,,""
2020-10-10,BB Row, One Arm,Back,27.5,8,,,,""
2020-10-10,BB Row, One Arm,Back,27.5,8,,,,""
2020-10-10,BB Row, One Arm,Back,30.0,8,,,,"Sama, aðeins lengri teygja því síðasta sett. Hafði 2.5 kg sem eru minni, betra fyrir smátt smátt þyngingar, og lóð fara minna í bringu og meiri teygja niðri -> from now on stakka 2.5 kg :)"
2020-10-10,BB Row, One Arm,Back,30.0,8,,,,""
2020-10-10,BB Row, One Arm,Back,30.0,8,,,,""
2020-10-10,BB Row, One Arm,Back,30.0,8,,,,""
2020-10-10,Rack Pull,Back,20.0,7,,,,"Dreg upp með rakk stöng. Testa fótastöðu etc., Hef stöng fyrir miðjan fót, virðist vera málið."
2020-10-10,Rack Pull,Back,60.0,5,,,,"Hækkaði pall, ~ 10 cm mið hné."
2020-10-10,Rack Pull,Back,100.0,5,,,,"Ws. Ss1 með Pull Up."
2020-10-10,Rack Pull,Back,110.0,5,,,,"Ws ss2"
2020-10-10,Rack Pull,Back,115.0,5,,,,"Ws ss3"
2020-10-10,Pull Up,Back,62.0,6,,,,"Ws ss1, total repps 20. Maxpump ph. Bw - rauda band (bádir fætur inní) ~ 87 - 25 = 62 kg"
2020-10-10,Pull Up,Back,62.0,6,,,,"Ws ss2"
2020-10-10,Pull Up,Back,62.0,8,,,,"Ws ss3"
2020-10-10,Dumbbell Hammer Curl,Biceps,24.0,10,,,,"Ws, ss1 með Pull Over, Sit á bekk, byrja bak nánast upprétt, halla meira í hverju setti. Controlled essentric, síðasta mjög hægt og nokkrar sek í teygju svo geng frá DB."
2020-10-10,Dumbbell Hammer Curl,Biceps,24.0,10,,,,"Ws"
2020-10-10,Dumbbell Hammer Curl,Biceps,24.0,5,,,,"Ws, síðasta mjög hægt essentric, alveg búinn."
2020-10-10,Dumbbell Pull Over,Back,16.0,10,,,,"Ws ss1"
2020-10-10,Dumbbell Pull Over,Back,18.0,10,,,,"Ws ss2"
2020-10-10,Dumbbell Pull Over,Back,20.0,10,,,,"Ws ss3"
2020-10-10,Dumbbell Preacher Curl,Biceps,12.0,6,,,,"Ws, hh, Síðasta repp forced með að hjálpa með hinni, síðasta essentric mjög hæg og svo smá teygja neðst"
2020-10-10,Dumbbell Preacher Curl,Biceps,12.0,6,,,,"Ws , vh, sama"
2020-10-12,Cycling,Cardio,,,2.8,km,0:10:09,"Æfingahjól"
2020-10-12,Leg Extension Machine,Legs,30.0,6,,,,"Speed warmup, 6 repp svo strax þyngja og aftur 6 repp etc, þangað til að ég drulla upp 6 repp"
2020-10-12,Leg Extension Machine,Legs,35.0,6,,,,""
2020-10-12,Leg Extension Machine,Legs,40.0,6,,,,""
2020-10-12,Leg Extension Machine,Legs,45.0,6,,,,""
2020-10-12,Leg Extension Machine,Legs,45.0,15,,,,"Ws. Stefni á 20 repp total en varð 22 :), ~cluster sett, þegar fullt ROM fail, fara úr machine og standa, shake my legs out, í max 10 sec"
2020-10-12,Leg Extension Machine,Legs,45.0,7,,,,""
2020-10-12,Leg Press,Legs,60.0,8,,,,"Wu, 8, 8, 4, 4, 4 án pásu. Betri stance en síðast, er meira neðar -> meiri quad, minni glutes. Hælar niður á munstri, 5 munstra breitt, svo nátturulega útskeifur, þannig a stóra tá mætir munsrri uppi."
2020-10-12,Leg Press,Legs,80.0,8,,,,""
2020-10-12,Leg Press,Legs,100.0,4,,,,""
2020-10-12,Leg Press,Legs,120.0,4,,,,""
2020-10-12,Leg Press,Legs,140.0,8,,,,"Ws, cl. 7-10, 20 sek rest"
2020-10-12,Leg Press,Legs,140.0,8,,,,"Ws"
2020-10-12,Leg Press,Legs,140.0,7,,,,"Ws Var að tjékka á lykli, því var ég aðeins meira en 20 sek."
2020-10-12,Donkey Calf Raise Machine,Calves,40.0,12,,,,"Bogin hné, hætti því ég var kominn á jaðar tábergs."
2020-10-12,Front Shin,Calves,10.0,15,,,,"Ws. Gula band tvöfalt á bekk, sama gamla góða. Síðasta flex 10 sek, svo hæg essentric og reyna að fá smá teygju."
2020-10-12,Front Shin,Calves,10.0,15,,,,""
2020-10-12,Front Shin,Calves,12.5,15,,,,"Ws"
2020-10-12,Front Shin,Calves,12.5,15,,,,"Vf, var að klárast í síðustu 5 repps"
2020-10-12,Front Shin,Calves,12.5,15,,,,"Ws, sama"
2020-10-12,Front Shin,Calves,12.5,15,,,,""
2020-10-12,Donkey Calf Raise Machine,Calves,40.0,15,,,,"Bein hné"
2020-10-12,Donkey Calf Raise Machine,Calves,40.0,15,,,,"10 sek í flexi, svo 10 sek í teygju. (Fannst ég byrja að hægra hné fótur fór ekki alveg í teygju, fór að beyja hné semsagt ? Ekki viss samt)"
2020-10-18,Rowing Machine,Cardio,,,0.5,km,0:03:00,""
2020-10-18,Shoulder Dislocation,Shoulders,2.0,15,,,,""
2020-10-18,Flat Dumbbell Bench Press,Chest,28.0,15,,,,"Ss1. semi hammer grip. Decl. bench ~10° (2x5 kg stór lóð undir). Semi tucked in. Prepump, focus on lower pecs, semsagt ekki of mikið ROM niðri eða uppi (ekki loaded stretch)."
2020-10-18,Flat Dumbbell Bench Press,Chest,36.0,11,,,,"Ss2, átti að vera 7 en gleymdi mér :)"
2020-10-18,Flat Dumbbell Bench Press,Chest,44.0,3,,,,"ss3"
2020-10-18,Flat Dumbbell Bench Press,Chest,48.0,15,,,,"Ws As many reps until good form full ROM failure, then stop, (sigta á 8+ repp) cluster, 20 sek break."
2020-10-18,Flat Dumbbell Bench Press,Chest,48.0,5,,,,"Ws cl, varð skrýtið, byrjaði að fá óþægilega teygju í vinstri mjöðm, og varð óstabíll allur, þannig að mér fannst ég ekki ná að fókusa og fullt klárelsi"
2020-10-18,Rear Delt Dumbbell Raise,Shoulders,10.0,15,,,,"Wu ss1 standandi til að spara tíma?"
2020-10-18,Rear Delt Dumbbell Raise,Shoulders,8.0,30,,,,"Ws ss2, þegar ROM og gott form er að fara, þá partials -> síðustu 10 repp."
2020-10-18,Lateral Raise DB,Shoulders,10.0,15,,,,"WU ss1"
2020-10-18,Lateral Raise DB,Shoulders,8.0,12,,,,"Ws ss2, síðasta repp 10 sec hold uppi."
2020-10-18,Incline Barbell Bench Press,Chest,40.0,6,,,,"Smá close grip -> littli putti inch frá hring. Elbows semi tucked in, ekki alveg niður (close too chin) controlled negativ (pulling bar together), explode to 3/4 lockout. Explosive phase. Feeder"
2020-10-18,Incline Barbell Bench Press,Chest,50.0,3,,,,"Feeder"
2020-10-18,Incline Barbell Bench Press,Chest,60.0,8,,,,"Ws. Ds. As many reps with perfect form (aim for 8), should barely get the last repp with perfect form (be safe though)"
2020-10-18,Incline Barbell Bench Press,Chest,40.0,8,,,,"Ws ds"
2020-10-18,Dips Tricep Focused,Triceps,86.6,8,,,,"Ws BW Tricep focused, en líka brjóst teygja, kemur sjálfkrafa með. Dýpt aimed at 100° og alveg upp (tricep). Explosive phase."
2020-10-18,Dips Tricep Focused,Triceps,86.6,5,,,,"Ws, við að klárast, pínku pons eftir"
2020-10-18,Dips Tricep Focused,Triceps,86.6,6,,,,"Ws, kláraður, kæmist ekki bofs upp ef ég reyndi 1 repp í viðbót"
2020-10-18,Front Dumbbell Raise,Shoulders,10.0,11,,,,"Ws ss1 stretch phase. Á bekk, lítill halli ~80° Hammer fyrri helming reppa svo svissa grip"
2020-10-18,Front Dumbbell Raise,Shoulders,10.0,10,,,,"Ws ss2 aðeins meiri halli ~70°"
